Unnamed: 0,pdf,authors,titles,number,available,filename
6,https://psb.stanford.edu/psb-online/proceedings/psb19/liu.pdf,"Zheng Liu, Yao Yao, Qi Wei, Benjamin Weeder, Stephen A. Ramsey",Res2s2aM: Deep residual network-based model for identifying functional noncoding SNPs in trait-associated regions,6.0,True,2019\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb19/bae.pdf,"Ho Bae, Byunghan Lee, Sunyoung Kwon, Sungroh Yoon",DNA Steganalysis Using Deep Recurrent Neural Networks,7.0,True,2019\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb19/magge.pdf,"Arjun Magge, Davy Weissenbacher, Abeed Sarker, Matthew Scotch, Graciela Gonzalez-Hernandez",Bi-directional Recurrent Neural Network Models for Geographic Location Extraction in Biomedical Literature,8.0,True,2019\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb19/wang2.pdf,"Haohan Wang, Xiang Liu, Yifeng Tao, Wenting Ye, Qiao Jin, William W. Cohen, Eric P. Xing",Automatic Human-like Mining and Constructing Reliable Genetic Association Database with Deep Reinforcement Learning,9.0,True,2019\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb19/ramola.pdf,"Rashika Ramola, Shantanu Jain, Predrag Radivojac",Estimating classification accuracy in positive-unlabeled learning: characterization and correction strategies,10.0,True,2019\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb19/graim.pdf,"Kiley Graim, Verena Friedl, Kathleen E. Houlahan, Joshua M. Stuart",PLATYPUS: A Multiple-View Learning Predictive Framework for Cancer Drug Sensitivity Prediction,11.0,True,2019\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb19/pyke.pdf,"Rachel M. Pyke, Raphael Genolet, Alexandre Harari, George Coukos, David Gfeller, Hannah Carter",Computational KIR copy number discovery reveals interaction between inhibitory receptor burden and survival,12.0,True,2019\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb19/pyman.pdf,"Blake Pyman, Alireza Sedghi, Shekoofeh Azizi, Kathrin Tyryshkin, Neil Renwick, Parvin Mousavi",Exploring microRNA Regulation of Cancer with Context-Aware Deep Cancer Classifier,13.0,True,2019\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb19/li.pdf,"Kevin Li, Rachel Chen, William Lindsey, Aaron Best, Matthew DeJongh, Christopher Henry, Nathan Tintle",Implementing and Evaluating A Gaussian Mixture Framework for Identifying Gene Function from TnSeq Data,14.0,True,2019\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb19/anand.pdf,"Shankara Anand, Laurynas Kalesinskas, Craig Smail, Yosuke Tanigawa",SNPs2ChIP: Latent Factors of ChIP-seq to infer functions of non-coding SNPs,15.0,True,2019\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb19/tsui.pdf,"Brian Tsui, Michelle Dow, Dylan Skola, Hannah Carter","Extracting allelic read counts from 250,000 human sequencing runs in Sequence Read Archive",16.0,True,2019\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb19/srivastava.pdf,"Arunima Srivastava, Ravali Adusumilli, Hunter Boyce, Daniel Garijo, Varun Ratnakar, Rajiv Mayani, Thomas Yu, Raghu Machiraju, Yolanda Gil, Parag Mallick","Semantic workflows for benchmark challenges: Enhancing comparability, reusability and reproducibility",17.0,True,2019\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb19/greenside.pdf,"Peyton Greenside, Justin Zook, Marc Salit, Madeleine Cule, Ryan Poplin, Mark DePristo",CrowdVariant: a crowdsourcing approach to classify copy number variants,18.0,True,2019\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb19/han.pdf,"Wontack Han, Yuzhen Ye",A repository of microbial marker genes related to human health and diseases for host phenotype prediction using microbiome data,19.0,True,2019\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb19/hu.pdf,"Zhiyue Tom Hu, Yuting Ye, Patrick A. Newbury, Haiyan Huang, Bin Chen",AICM: A Genuine Framework for Correcting Inconsistency Between Large Pharmacogenomics Datasets,20.0,True,2019\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb19/varma.pdf,"Maya Varma, Kelley Marie Paskov, Jae-Yoon Jung, Brianna Sierra Chrisman, Nate Tyler Stockham, Peter Yigitcan Washington, Dennis Paul Wall",Outgroup Machine Learning Approach Identifies Single Nucleotide Variants in Noncoding DNA Associated with Autism Spectrum Disorder,21.0,True,2019\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb19/zhang_x.pdf,"Xinyuan Zhang, Yogasudha Veturi, Shefali Verma, William Bone, Anurag Verma, Anastasia Lucas, Scott Hebbring, Joshua C. Denny, Ian Stanaway, Gail P. Jarvik, David Crosslin, Eric B. Larson, Laura Rasmussen-Torvik, Sarah A. Pendergrass, Jordan W. Smoller, Hakon Hakonarson, Patrick Sleiman, Chunhua Weng, David Fasel, Wei-Qi Wei, Iftikhar Kullo, Daniel Schaid, Wendy K. Chung, Marylyn D. Ritchie","Detecting potential pleiotropy across cardiovascular and neurological diseases using univariate, bivariate, and multivariate methods on 43,870 individuals from the eMERGE network",22.0,True,2019\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb19/reiman.pdf,"Derek Reiman, Lingdao Sha, Irvin Ho, Timothy Tan, Denise Lau, and Aly A. Khan",Integrating RNA expression and visual features for immune infiltrate prediction,23.0,True,2019\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb19/li_b.pdf,"Binglan Li, Yogasudha Veturi, Yuki Bradford, Shefali S. Verma, Anurag Verma, Anastasia M. Lucas, David W. Haas, Marylyn D. Ritchie",Influence of tissue context on gene prioritization for predicted transcriptome-wide association studies,24.0,True,2019\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb19/vitali.pdf,"Francesca Vitali, Joanne Berghout, Jungwei Fan, Jianrong Li, Qike Li, Haiquan Li, Yves A. Lussier",Precision drug repurposing via convergent eQTL-based molecules and pathway targeting independent disease-associated polymorphisms,25.0,True,2019\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb19/cheng_l.pdf,"Li-Fang Cheng, Niranjani Prasad, Barbara E Engelhardt",An Optimal Policy for Patient Laboratory Tests in Intensive Care Units,26.0,True,2019\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb19/chen_y.pdf,"Yang Chen, Yuping Zhang, Zhengqing Ouyang",LISA: Accurate reconstruction of cell trajectory and pseudo-time for massive single cell RNA-seq data,27.0,True,2019\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb19/wang_t.pdf,"Tongxin Wang, Travis Johnson, Jie Zhang, Kun Huang",Topological Methods for Visualization and Analysis of High Dimensional Single-Cell RNA Sequencing Data,28.0,True,2019\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb19/hu_q.pdf,"Qiwen Hu, Casey S. Greene",Parameter tuning is a key part of dimensionality reduction via deep variational autoencoders for single cell RNA transcriptomics,29.0,True,2019\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb19/gold.pdf,"Maxwell P. Gold, Alexander LeNail, and Ernest Fraenkel",Shallow Sparsely-Connected Autoencoders for Gene Set Projection,30.0,True,2019\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb19/gasdaska.pdf,"Angela Gasdaska, Derek Friend, Rachel Chen, Jason Westra, Matthew Zawistowski, William Lindsey, Nathan Tintle",Leveraging summary statistics to make inferences about complex phenotypes in large biobanks,31.0,True,2019\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb19/simmons.pdf,"Sean Simmons, Bonnie Berger, Cenk Sahinalp",Protecting Genomic Data Privacy with Probabilistic Modeling,32.0,True,2019\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb19/johnson.pdf,"Kipp W. Johnson, Jessica K. De Freitas, Benjamin S. Glicksberg, Jason R. Bobe, Joel T. Dudley",Evaluation of patient re-identification using laboratory test orders and mitigation via latent space variables,33.0,True,2019\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb19/doerr.pdf,"Megan Doerr, Shira Grayson, Sarah Moore, Christine Suver, John Wilbanks, Jennifer Wagner",Implementing a universal informed consent process for the All of Us Research Program,34.0,True,2019\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb19/wkshop-merging.pdf,"Martin G. Seneviratne, Michael G. Kahn, Tina Hernandez-Boussard",Merging heterogeneous clinical data to enable knowledge discovery,35.0,True,2019\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb19/wkshop-rbg.pdf,"Joanne Berghout, Yves A. Lussier, Francesca Vitali, Martha L. Bulyk, Maricel G. Kann, Jason H. Moore",Reading between the genes: interpreting non-coding DNA in high-throughput,36.0,True,2019\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb19/wkshop-text.pdf,"Graciela Gonzalez, Zhiyong Lu, Robert Leaman, Davy Weissenbacher, Mary Regina Boland, Yong Chen, Jingcheng Du, Juliane Fluck, Casey S. Greene, John Holmes, Aditya Kashyap, Rikke Linnemann Nielsen, Zhengqing Ouyang, Sebastian Schaaf, Jaclyn N. Taroni, Cui Tao, Yuping Zhang, Hongfang Liu",Text Mining and Machine Learning for Precision Medicine,37.0,True,2019\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb19/wkshop-translational.pdf,"Yves A. Lussier, Atul Butte, Haiquan Li, Rong Chen, Jason H. Moore",Translational informatics of population Health: How large biomolecular and clinical datasets unite,38.0,True,2019\38_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb05/karklin.pdf,"Y. Karklin, R.F. Meraz, and S.R. Holbrook",Classification of Non-Coding RNA Using Graph Representations of Secondary Structure,0.0,True,2005\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb05/leaver-fay.pdf,"A. Leaver-Fay, B. Kuhlman, and J. Snoeyink",An Adaptive Dynamic Programming Algorithm for the Side Chain Placement Problem,1.0,True,2005\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb05/li.pdf,X. Li and J. Liang,Computational Design of Combinatorial Peptide Library for Modulating Protein-Protein Interactions,2.0,True,2005\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb05/russel.pdf,D. Russel and L. Guibas,Exploring Protein Folding Trajectories Using Geometric Spanners,3.0,True,2005\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb05/singh.pdf,R. Singh and B. Berger,ChainTweak: Sampling from the Neighbourhood of a Protein Conformation,4.0,True,2005\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb05/wang.pdf,"Y. Wang, P.K.Agarwal, P.Brown, H. Edelsbrunner, and J. Rudolph",Coarse and Reliable Geometric Alignment for Protein Docking,5.0,True,2005\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb05/bechhofer.pdf,"S.K. Bechhofer, R.D. Stevens, and P.W. Lord",Ontology Driven Dynamic Linking of Biology Resources,6.0,True,2005\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb05/bodenreider.pdf,"O. Bodenreider, M Aubry, and A. Burgun",Non-Lexical Approaches to Identifying Associative Relations in the Gene Ontology,7.0,True,2005\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb05/cantor.pdf,"M.N. Cantor, I.N. Sarkar, O. Bodenreider, and Y.A. Lussier",GenesTrace: Phenomic Knowledge Discovery via Structured Terminology,8.0,True,2005\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb05/gennari.pdf,"J.H. Gennari, A. Silberfein, and J.C. Wiley",Integrating Genomic Knowledge Sources Through an Anatomy Ontology,9.0,True,2005\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb05/hayete.pdf,B. Hayete and J.R. Bienkowska,GOTrees: Predicting GO Associations from Protein Domain Composition Using Decision Trees,10.0,True,2005\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb05/hoffman.pdf,"M. Hoffman, C. Arnoldi, and I. Chuang",The Clinical Bioinformatics Ontology: A Curated Semantic Network Utilizing RefSeq Information,11.0,True,2005\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb05/lu.pdf,Z. Lu and L. Hunter,GO Molecular Function Terms Are Predictive of Subcellular Localization,12.0,True,2005\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb05/marshall.pdf,"B. Marshall, H. Su, D. McDonald, and H. Chen",Linking Ontological Resources Using Aggregatable Substance Identifiers to Organize Extracted Relations,13.0,True,2005\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb05/ogren.pdf,"P.V. Ogren, K.B. Cohen, and L. Hunter",Implications of Compositionality in the Gene Ontology for Its Curation and Usage,14.0,True,2005\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb05/orchard.pdf,"S. Orchard, L. Montecchi-Palazzi, H. Hermjakob, and R. Apweiler",The Use of Common Ontologies and Controlled Vocabularies to Enable Data Exchange and Deposition for Complex Proteomic Experiments,15.0,True,2005\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb05/spasic.pdf,I. Spasic and S. Ananiadou,A Flexible Measure of Contextual Similarity for Biomedical Terms,16.0,True,2005\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb05/tari.pdf,"L. Tari, C. Baral, and P. Dasgupta",Understanding the Global Properties of Functionally-Related Gene Networks Using the Gene Ontology,17.0,True,2005\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb05/xiong.pdf,"H. Xiong, X. He, C. Ding, Y. Zhang, V. Kumar, and S.R. Holbrook",Identification of Functional Modules in Protein Complexes via Hyperclique Pattern Discovery,18.0,True,2005\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb05/yamakawa.pdf,"H. Yamakawa, K. Maruhashi, and Y.Nakao",Multi-Aspect Gene Relation Analysis,19.0,True,2005\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb05/draghici.pdf,"S. Draghici, P. Khatri, Y. Liu, K.J. Chase, E.A. Bode, D.A. Kulesh, L.P. Wasieloski, D.A. Norwood, and J. Reifman",Identification of Genomic Signatures for the Design of Assays for the Detection and Monitoring of Anthrax Threats,20.0,True,2005\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb05/ferrin.pdf,"T.E. Ferrin, C.C. Huang, D.M. Greenblatt, D. Stryke, K.M. Giacomini, and J.H. Morris",Enhancing Data Sharing in Collaborative Research Projects with DASH,21.0,True,2005\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb05/gui.pdf,J. Gui and H. Li,Threshold Gradient Descent Method for Censored Data Regression with Applications in Pharmacogenomics,22.0,True,2005\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb05/peccoud.pdf,J. Peccoud and K. Vander Velden,Parameterization of a Nonlinear Genotype to Phenotype Map Using Molecular Networks,23.0,True,2005\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb05/reif.pdf,"D.M. Reif, S.M. Dudek, C.M. Shaffer, J. Wang, and J.H. Moore",Exploratory Visual Analysis of Pharmacogenomic Results,24.0,True,2005\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb05/sirohi.pdf,E. Sirohi and P. Peissig,Study of Effect of Drug Lexicons on Medication Extraction from Electronic Medical Records,25.0,True,2005\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb05/brown.pdf,"D. Brown, N. Krishnamurthy, J.M. Dale, W. Christopher, and K. Sjölander",Subfamily HMMS in Functional Genomics,26.0,True,2005\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb05/chen-b.pdf,"B.Y. Chen, V.Y. Fofanov, D.M. Kristensen, M. Kimmel, O. Lichtarge, and L.E. Kavraki",Algorithms for Structural Comparison and Statistical Analysis of 3D Protein Motifs,27.0,True,2005\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb05/nguyen.pdf,M.N. Nguyen and J.C. Rajapakse,Two-Stage Multi-Class Support Vector Machines to Protein Secondary Structure Prediction,28.0,True,2005\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb05/pegg.pdf,"S.C.-H. Pegg, S. Brown, S. Ojha, C.C. Huang, T.E. Ferrin, and P.C. Babbitt",Representing Structure-Function Relationships in Mechanistically Diverse Enzyme Superfamilies,29.0,True,2005\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb05/tang.pdf,"T. Tang, J. Xu, and M. Li",Discovering Sequence-Structure Motifs from Protein Segments and Two Applications,30.0,True,2005\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb05/anantharaman.pdf,"T.S. Anantharaman, V. Mysore, and B. Mishra",Fast and Cheap Genome Wide Haplotype Construction via Optical Mapping,31.0,True,2005\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb05/karchin.pdf,"R. Karchin, L.Kelly, and A. Sali",Improving Functional Annotation of Non-Synonomous SNPs with Information Theory,32.0,True,2005\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb05/rogozin.pdf,"I.B. Rogozin, B.A. Malyarchuk, Y.I. Pavlov, and L. Milanesi",From Context-Dependence of Mutations to Molecular Mechanisms of Mutagenesis,33.0,True,2005\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb05/webb-robertson.pdf,"B.M. Webb-Robertson, S.L. Havre, and D.A. Payne",A Bayesian Framework for SNP Identification,34.0,True,2005\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb05/yampolsky.pdf,L.Y. Yampolsky and A. Stoltzfus,Untangling the Effects of Codon Mutation and Amino Acid Exchangeability,35.0,True,2005\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb05/badea.pdf,L. Badea and D. Tilivea,Sparse Factorizations of Gene Expression Guided by Binding Data,36.0,True,2005\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb05/bernard.pdf,A. Bernard and A.J. Hartemink,Informative Structure Priors: Joint Learning of Dynamic Regulatory Networks from Multiple Types of Data,37.0,True,2005\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb05/chen-yu.pdf,Y. Chen and D. Xu,Genome-Scale Protein Function Prediction in Yeast Saccharomyces cerevisiae Through Integrating Multiple Sources of High-Throughput Data,38.0,True,2005\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb05/debie.pdf,"T. De Bie, P. Monsieurs, K. Engelen, B. De Moor, N. Cristianini, and K. Marchal","Discovering Transcriptional Modules from Motif, Chip-Chip and Microarray Data",39.0,True,2005\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb05/frey.pdf,"B. Frey, Q. Morris, W. Zhang, N. Mohammad, and T. Hughes",GenRate: A Generative Model That Finds and Scores New Genes and Exons in Genomic Microarray Data,40.0,True,2005\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb05/makita.pdf,"Y. Makita, M.J.L. De Hoon, N. Ogasawara, S. Miyano, and K. Nakai",Bayesian Joint Prediction of Associated Transcription Factors in Bacillus subtilis,41.0,True,2005\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb05/philippakis.pdf,"A.A. Philippakis, F.S. He, and M.L. Bulyk",ModuleFinder: A Tool for Computational Discovery of Cis Regulatory Modules,42.0,True,2005\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb05/qi.pdf,"Y. Qi, J. Klein-Seetharaman, and Z. Bar-Joseph",Random Forest Similarity for Protein-Protein Interaction Prediction from Multiple Sources,43.0,True,2005\43_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb16/darabos.pdf,"Christian Darabos, Jingya Qiu, Jason H. Moore",An Integrated Network Approach to Identifying Biological Pathways and Environmental Exposure Interactions in Complex Diseases,0.0,True,2016\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb16/regenbogen.pdf,"Sam Regenbogen, Angela D. Wilkins, Olivier Lichtarge",Computing Therapy for Precision Medicine: Collaborative Filtering Integrates and Predicts Multi-entity Interactions,1.0,True,2016\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb16/speyer.pdf,"Gil Speyer, Jeff Kiefer, Harshil Dhruv, Michael Berens, Seungchan Kim",Knowledge-Assisted Approach to Identify Pathways with Differential Dependencies,2.0,True,2016\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb16/verkhivker.pdf,Gennady M. Verkhivker,Integrating Genetic and Structural Data on Human Protein Kinome in Network-Based Modeling of Kinase Sensitivities and Resistance to Targeted and Personalized Anticancer Drugs,3.0,True,2016\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb16/verma.pdf,"Shefali S. Verma, Alex T. Frase, Anurag Verma, Sarah A. Pendergrass, Shaun Mahony, David W. Haas, Marylyn D. Ritchie",Phenome-Wide Interaction Study (PheWIS) in Aids Clinical Trials Group Data (ACTG),4.0,True,2016\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb16/yu.pdf,"Han Yu, Rachael Hageman Blair",A Framework for Attribute-Based Community Detection with Applications to Integrated Functional Genomics,5.0,True,2016\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb16/zitnik.pdf,"Marinka Zitnik, Blaz Zupan",Collective Pairwise Classification for Multi-Way Analysis of Disease and Drug Data,6.0,True,2016\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb16/dumitrescu.pdf,"Logan Dumitrescu, Kirsten E. Diggins, Robert Goodloe, Dana C. Crawford",Testing Population-Specific Quantitative Trait Associations for Clinical Outcome Relevance in a Biorepository Linked to Electronic Health Records: LPA and Myocardial Infarction in African Americans,7.0,True,2016\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb16/hao.pdf,"Xiaoke Hao, Jingwen Yan, Xiaohui Yao, Shannon L. Risacher, Andrew J. Saykin, Daoqiang Zhang, Li Shen, for the ADNI",Diagnosis-Guided Method for Identifying Multi-Modality Neuroimaging Biomarkers Associated with Genetic Risk Factors in Alzheimer’s Disease,8.0,True,2016\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb16/hu.pdf,"Ting Hu, Weidong Zhang, Zhaozhi Fan, Guang Sun, Sergei Likhodi, Edward Randell, Guangju Zhai",Metabolomics Differential Correlation Network Analysis of Osteoarthritis,9.0,True,2016\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb16/manda.pdf,"Prashanti Manda, Christopher J. Mungall, James P. Balhoff, Hilmar Lapp, Todd J. Vision",Investigating the Importance of Anatomical Homology for Cross-Species Phenotype Comparisons Using Semantic Similarity,10.0,True,2016\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb16/schuler.pdf,"Alejandro Schuler, Vincent Liu, Joe Wan, Alison Callahan, Madeleine Udell, David E. Stark, Nigam H. Shah",Discovering Patient Phenotypes Using Generalized Low Rank Models,11.0,True,2016\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb16/shnaps.pdf,"Ortal Shnaps, Eyal Perry, Dana Silverbush, Roded Sharan",Inference of Personalized Drug Targets via Network Propagation,12.0,True,2016\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb16/verma_a.pdf,"Anurag Verma, Joseph B. Leader, Shefali S. Verma, Alex Frase, John Wallace, Scott Dudek, Daniel R. Lavage, Cristopher V. Van Hout, Frederick E. Dewey, John Penn, Alex Lopez, John D. Overton, David J. Carey, David H. Ledbetter, H. Lester Kirchner, Marylyn D. Ritchie, Sarah A. Pendergrass",Integrating Clinical Laboratory Measures and ICD-9 Code Diagnoses in Phenome-Wide Association Studies,13.0,True,2016\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb16/callahan.pdf,"Benjamin Callahan, Diana Proctor, David Relman, Julia Fukuyama, Susan Holmes",Reproducible Research Workflow in R for the Analysis of Personalized Human Microbiome Data,14.0,True,2016\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb16/chen.pdf,"Jonathan H. Chen, Mary K. Goldstein, Steven M. Asch, Russ B. Altman",Dynamically Evolving Clinical Practices and Implications for Predicting Medical Decisions,15.0,True,2016\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb16/koire.pdf,"Amanda Koire, Panagiotis Katsonis, Olivier Lichtarge",Repurposing Germline Exomes of the Cancer Genome Atlas Demands a Cautious Approach and Sample-Specific Variant Filtering,16.0,True,2016\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb16/ma.pdf,"Handong Ma, Chunhua Weng",Identification of Questionable Exclusion Criteria in Mental Disorder Clinical Trials Using a Medical Encyclopedia,17.0,True,2016\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb16/manrai.pdf,"Arjun K. Manrai, Brice L. Wang, Chirag J. Patel, Isaac S. Kohane",Reproducible and Shareable Quantifications of Pathogenicity,18.0,True,2016\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb16/basile.pdf,"Anna O. Basile, John R. Wallace, Peggy Peissig, Catherine A. McCarty, Murray Brilliant, Marylyn D. Ritchie",Knowledge Driven Binning and PheWAS Analysis in Marshfield Personalized Medicine Research Project Using BioBin,19.0,True,2016\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb16/bellon.pdf,"Victor Bellon, Veronique Stoven, Chloe-Agathe Azencott",Multitask Feature Selection with Task Descriptors,20.0,True,2016\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb16/chaibubneto.pdf,"Elias Chaibub Neto, Brian M. Bot, Thanneer Perumal, Larsson Omberg, Justin Guinney, Mike Kellen, Arno Klein, Stephen H. Friend, Andrew D. Trister",Personalized Hypothesis Tests for Detecting Medication Response in Parkinson Disease Patients Using iPhone Sensor Data,21.0,True,2016\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb16/cookebailey.pdf,"Jessica N. Cooke Bailey, Sarah Wilson, Kristin Brown-Gentry, Robert Goodloe, Dana C. Crawford",Kidney Disease Genetics and the Importance of Diversity in Precision Medicine,22.0,True,2016\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb16/fichtenholtz.pdf,"Alex M. Fichtenholtz, Nicholas D. Camarda, Eric K. Neumann",Predicting Significance of Unknown Variants in Glial Tumors Through Sub-Class Enrichment,23.0,True,2016\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb16/geifman.pdf,"Nophar Geifman, Atul J. Butte",Do Cancer Clinical Trial Populations Truly Represent Cancer Patients? A Comparison of Open Clinical Trials to the Cancer Genome Atlas,24.0,True,2016\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb16/gligorijevic.pdf,"Vladimir Gligorijevic, Noel Malod-Dognin, Natasa Przulj",Patient-Specific Data Fusion for Cancer Stratification and Personalised Treatment,25.0,True,2016\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb16/kamdar.pdf,"Maulik R. Kamdar, Michelle J. Wu",PRISM: A Data-Driven Platform for Monitoring Mental Health,26.0,True,2016\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb16/khakabimamaghani.pdf,"Sahand Khakabimamaghani, Martin Ester",Bayesian Biclustering for Patient Stratification,27.0,True,2016\27_main_body.txt
